OCC_CODE,REPORT_DATE,NAICS,VALUE
29-1066,2006-05-01,622300,0
29-1067,2006-05-01,622300,0
29-1069,2006-05-01,622300,113150
29-1071,2006-05-01,622300,88710
29-1111,2006-05-01,622300,59700
21-1021,2006-05-01,623100,37680
21-1022,2006-05-01,623100,38550
21-1023,2006-05-01,623100,36540
21-1029,2006-05-01,623100,39340
29-1051,2006-05-01,623100,88870
29-1062,2006-05-01,623100,0
29-1063,2006-05-01,623100,0
29-1069,2006-05-01,623100,131520
29-1071,2006-05-01,623100,78220
29-1111,2006-05-01,623100,52490
21-1021,2006-05-01,623200,30900
21-1022,2006-05-01,623200,34330
21-1023,2006-05-01,623200,30590
21-1029,2006-05-01,623200,32900
29-1051,2006-05-01,623200,85250
29-1062,2006-05-01,623200,141980
29-1066,2006-05-01,623200,0
29-1111,2006-05-01,623200,50620
21-1021,2006-05-01,623300,39910
21-1022,2006-05-01,623300,37090
21-1023,2006-05-01,623300,37680
21-1029,2006-05-01,623300,34760
29-1051,2006-05-01,623300,90730
29-1111,2006-05-01,623300,50910
21-1021,2006-05-01,623900,32590
21-1022,2006-05-01,623900,33760
21-1023,2006-05-01,623900,30530
21-1029,2006-05-01,623900,35080
29-1066,2006-05-01,623900,0
29-1111,2006-05-01,623900,48500
21-1021,2006-05-01,624100,32680
21-1022,2006-05-01,624100,35510
21-1023,2006-05-01,624100,34920
21-1029,2006-05-01,624100,35150
29-1021,2006-05-01,624100,112040
29-1029,2006-05-01,624100,40780
29-1051,2006-05-01,624100,84050
29-1062,2006-05-01,624100,117960
29-1066,2006-05-01,624100,0
29-1069,2006-05-01,624100,0
29-1071,2006-05-01,624100,54500
29-1111,2006-05-01,624100,50810
21-1021,2006-05-01,624200,29720
21-1022,2006-05-01,624200,32840
21-1023,2006-05-01,624200,32000
21-1029,2006-05-01,624200,30650
29-1111,2006-05-01,624200,45970
21-1021,2006-05-01,624300,30400
21-1022,2006-05-01,624300,35080
21-1023,2006-05-01,624300,32780
21-1029,2006-05-01,624300,32320
29-1066,2006-05-01,624300,145360
29-1111,2006-05-01,624300,50280
21-1021,2006-05-01,624400,29480
21-1022,2006-05-01,624400,31430
21-1023,2006-05-01,624400,32340
21-1029,2006-05-01,624400,25780
29-1111,2006-05-01,624400,43950
29-1069,2006-05-01,711200,112860
29-1111,2006-05-01,711200,50230
29-1111,2006-05-01,713100,50930
29-1111,2006-05-01,713900,51050
29-1111,2006-05-01,721100,59360
29-1111,2006-05-01,812100,43960
21-1022,2006-05-01,812200,32250
29-1111,2006-05-01,812900,52820
21-1021,2006-05-01,813100,32330
21-1022,2006-05-01,813100,24010
21-1023,2006-05-01,813100,33060
21-1029,2006-05-01,813100,29040
29-1111,2006-05-01,813100,52330
21-1021,2006-05-01,813200,35630
21-1022,2006-05-01,813200,37270
21-1023,2006-05-01,813200,34590
21-1029,2006-05-01,813200,40970
29-1051,2006-05-01,813200,60630
29-1111,2006-05-01,813200,54120
21-1021,2006-05-01,813300,32100
21-1022,2006-05-01,813300,37170
21-1023,2006-05-01,813300,31860
21-1029,2006-05-01,813300,39700
29-1111,2006-05-01,813300,42850
21-1021,2006-05-01,813400,29520
21-1022,2006-05-01,813400,28150
21-1023,2006-05-01,813400,34140
21-1029,2006-05-01,813400,31010
29-1111,2006-05-01,813400,55720
21-1021,2006-05-01,813900,37690
21-1022,2006-05-01,813900,53750
21-1023,2006-05-01,813900,42870
21-1029,2006-05-01,813900,62980
29-1051,2006-05-01,813900,87130
29-1111,2006-05-01,813900,57220
21-1029,2006-05-01,999100,63600
29-1029,2006-05-01,999100,91650
29-1051,2006-05-01,999100,91200
29-1069,2006-05-01,999100,102650
29-1071,2006-05-01,999100,72750
29-1111,2006-05-01,999100,67800
21-1021,2006-05-01,999200,39000
21-1022,2006-05-01,999200,44790
21-1023,2006-05-01,999200,39920
21-1029,2006-05-01,999200,45070
29-1021,2006-05-01,999200,104430
29-1029,2006-05-01,999200,51300
29-1051,2006-05-01,999200,79970
29-1062,2006-05-01,999200,129500
29-1063,2006-05-01,999200,145390
29-1066,2006-05-01,999200,143370
29-1067,2006-05-01,999200,0
29-1069,2006-05-01,999200,126700
29-1071,2006-05-01,999200,70470
29-1111,2006-05-01,999200,53490
21-1021,2006-05-01,999300,43500
21-1022,2006-05-01,999300,41590
21-1023,2006-05-01,999300,39550
21-1029,2006-05-01,999300,46330
29-1021,2006-05-01,999300,101830
29-1051,2006-05-01,999300,92910
29-1062,2006-05-01,999300,99290
29-1063,2006-05-01,999300,139440
29-1065,2006-05-01,999300,137840
29-1066,2006-05-01,999300,0
29-1069,2006-05-01,999300,127240
29-1071,2006-05-01,999300,73380
29-1111,2006-05-01,999300,55540
29-1111,2007-05-01,221100,66460
29-1111,2007-05-01,311600,47510
29-1111,2007-05-01,313100,42040
29-1111,2007-05-01,322100,53320
29-1111,2007-05-01,322200,56530
29-1111,2007-05-01,324100,63340
29-1111,2007-05-01,325100,58450
29-1111,2007-05-01,325200,57640
29-1111,2007-05-01,325400,64620
29-1111,2007-05-01,326100,56490
29-1111,2007-05-01,331500,53740
29-1111,2007-05-01,332900,56000
29-1111,2007-05-01,334400,71290
29-1111,2007-05-01,334500,61010
29-1111,2007-05-01,335200,51560
29-1111,2007-05-01,336100,60380
29-1111,2007-05-01,336300,57820
29-1111,2007-05-01,336400,66080
29-1111,2007-05-01,336600,51510
29-1021,2007-05-01,339100,92230
29-1024,2007-05-01,339100,65720
29-1111,2007-05-01,339100,63020
29-1051,2007-05-01,423400,96400
29-1111,2007-05-01,423400,61990
29-1051,2007-05-01,424200,95650
29-1111,2007-05-01,424200,61590
29-1051,2007-05-01,425100,96540
29-1051,2007-05-01,445100,102050
29-1051,2007-05-01,446100,100510
29-1111,2007-05-01,446100,55950
29-1051,2007-05-01,447100,101820
29-1051,2007-05-01,452100,105230
29-1051,2007-05-01,452900,108390
29-1051,2007-05-01,454100,93190
29-1111,2007-05-01,454100,53330
29-1111,2007-05-01,481200,56780
29-1111,2007-05-01,491100,56970
29-1051,2007-05-01,493100,105320
29-1111,2007-05-01,493100,55700
29-1111,2007-05-01,511100,65290
29-1111,2007-05-01,512100,74750
29-1051,2007-05-01,518200,101370
29-1111,2007-05-01,518200,48990
21-1022,2007-05-01,524100,51870
21-1023,2007-05-01,524100,44680
21-1029,2007-05-01,524100,53610
29-1021,2007-05-01,524100,0
29-1051,2007-05-01,524100,99080
29-1062,2007-05-01,524100,0
29-1066,2007-05-01,524100,129270
29-1069,2007-05-01,524100,134810
29-1111,2007-05-01,524100,61370
21-1022,2007-05-01,524200,47550
29-1051,2007-05-01,524200,97110
29-1111,2007-05-01,524200,56980
29-1051,2007-05-01,525100,111200
29-1111,2007-05-01,525100,59320
21-1021,2007-05-01,531100,34000
21-1022,2007-05-01,531100,44070
29-1111,2007-05-01,531100,54570
21-1022,2007-05-01,531300,31030
29-1111,2007-05-01,531300,22870
29-1051,2007-05-01,532200,96890
29-1111,2007-05-01,532200,56830
21-1021,2007-05-01,541100,45530
29-1111,2007-05-01,541100,62110
29-1111,2007-05-01,541200,56010
29-1111,2007-05-01,541300,51080
29-1051,2007-05-01,541500,83640
29-1069,2007-05-01,541500,114490
29-1111,2007-05-01,541500,61510
21-1022,2007-05-01,541600,57080
21-1029,2007-05-01,541600,54080
29-1051,2007-05-01,541600,90040
29-1062,2007-05-01,541600,122860
29-1069,2007-05-01,541600,0
29-1071,2007-05-01,541600,38060
29-1111,2007-05-01,541600,60180
21-1021,2007-05-01,541700,42930
21-1022,2007-05-01,541700,46470
21-1029,2007-05-01,541700,23170
29-1051,2007-05-01,541700,91670
29-1066,2007-05-01,541700,84060
29-1069,2007-05-01,541700,52250
29-1071,2007-05-01,541700,83020
29-1111,2007-05-01,541700,61180
29-1111,2007-05-01,541900,50860
21-1021,2007-05-01,551100,35090
21-1022,2007-05-01,551100,44620
21-1023,2007-05-01,551100,37830
21-1029,2007-05-01,551100,37100
29-1051,2007-05-01,551100,105650
29-1062,2007-05-01,551100,0
29-1063,2007-05-01,551100,138840
29-1066,2007-05-01,551100,0
29-1069,2007-05-01,551100,0
29-1071,2007-05-01,551100,64130
29-1111,2007-05-01,551100,61380
21-1021,2007-05-01,561100,38860
21-1022,2007-05-01,561100,43450
21-1023,2007-05-01,561100,38720
21-1029,2007-05-01,561100,51810
29-1051,2007-05-01,561100,102320
29-1062,2007-05-01,561100,0
29-1069,2007-05-01,561100,117740
29-1071,2007-05-01,561100,85900
29-1111,2007-05-01,561100,61500
21-1021,2007-05-01,561200,30060
21-1023,2007-05-01,561200,30550
21-1029,2007-05-01,561200,29940
29-1071,2007-05-01,561200,81620
29-1111,2007-05-01,561200,57570
21-1021,2007-05-01,561300,32000
21-1022,2007-05-01,561300,41930
21-1023,2007-05-01,561300,32450
21-1029,2007-05-01,561300,41670
29-1021,2007-05-01,561300,106930
29-1051,2007-05-01,561300,103180
29-1061,2007-05-01,561300,0
29-1062,2007-05-01,561300,0
29-1065,2007-05-01,561300,0
29-1066,2007-05-01,561300,138540
29-1069,2007-05-01,561300,0
29-1071,2007-05-01,561300,81900
29-1111,2007-05-01,561300,66730
29-1111,2007-05-01,561400,58200
21-1021,2007-05-01,561900,53500
29-1051,2007-05-01,561900,100100
29-1111,2007-05-01,561900,60150
21-1021,2007-05-01,611100,51880
21-1022,2007-05-01,611100,53040
21-1023,2007-05-01,611100,35530
21-1029,2007-05-01,611100,51110
29-1062,2007-05-01,611100,120610
29-1065,2007-05-01,611100,0
29-1066,2007-05-01,611100,132880
29-1069,2007-05-01,611100,81570
29-1111,2007-05-01,611100,46500
21-1021,2007-05-01,611200,50840
21-1022,2007-05-01,611200,21900
21-1029,2007-05-01,611200,39450
29-1021,2007-05-01,611200,104830
29-1111,2007-05-01,611200,56420
21-1021,2007-05-01,611300,43860
21-1022,2007-05-01,611300,46020
21-1023,2007-05-01,611300,44430
21-1029,2007-05-01,611300,40940
29-1021,2007-05-01,611300,99900
29-1029,2007-05-01,611300,44840
29-1051,2007-05-01,611300,89750
29-1061,2007-05-01,611300,88990
29-1062,2007-05-01,611300,50880
29-1063,2007-05-01,611300,61370
29-1064,2007-05-01,611300,63540
29-1065,2007-05-01,611300,80320
29-1066,2007-05-01,611300,91910
29-1067,2007-05-01,611300,112100
29-1069,2007-05-01,611300,50340
29-1071,2007-05-01,611300,69090
29-1111,2007-05-01,611300,58470
21-1021,2007-05-01,611400,40350
21-1021,2007-05-01,611500,33300
29-1111,2007-05-01,611500,43060
21-1021,2007-05-01,611600,45880
29-1111,2007-05-01,611600,53910
21-1021,2007-05-01,611700,42710
21-1022,2007-05-01,611700,40040
21-1029,2007-05-01,611700,36650
29-1111,2007-05-01,611700,48990
21-1021,2007-05-01,621100,38490
21-1022,2007-05-01,621100,44600
21-1023,2007-05-01,621100,39310
21-1029,2007-05-01,621100,41590
29-1021,2007-05-01,621100,112490
29-1022,2007-05-01,621100,0
29-1051,2007-05-01,621100,102370
29-1061,2007-05-01,621100,0
29-1062,2007-05-01,621100,0
29-1063,2007-05-01,621100,0
29-1064,2007-05-01,621100,0
29-1065,2007-05-01,621100,142180
29-1066,2007-05-01,621100,0
29-1067,2007-05-01,621100,0
29-1069,2007-05-01,621100,0
29-1071,2007-05-01,621100,77570
29-1111,2007-05-01,621100,56320
21-1021,2007-05-01,621200,115460
29-1021,2007-05-01,621200,143270
29-1022,2007-05-01,621200,0
29-1023,2007-05-01,621200,0
29-1024,2007-05-01,621200,0
29-1029,2007-05-01,621200,0
29-1061,2007-05-01,621200,101520
29-1062,2007-05-01,621200,0
29-1067,2007-05-01,621200,0
29-1071,2007-05-01,621200,51350
29-1111,2007-05-01,621200,55790
21-1021,2007-05-01,621300,33570
21-1022,2007-05-01,621300,44390
21-1023,2007-05-01,621300,37840
21-1029,2007-05-01,621300,36410
29-1021,2007-05-01,621300,0
29-1051,2007-05-01,621300,95070
29-1061,2007-05-01,621300,0
29-1062,2007-05-01,621300,116780
29-1063,2007-05-01,621300,141240
29-1065,2007-05-01,621300,131660
29-1066,2007-05-01,621300,111860
29-1067,2007-05-01,621300,0
29-1069,2007-05-01,621300,0
29-1071,2007-05-01,621300,60010
29-1111,2007-05-01,621300,60250
21-1021,2007-05-01,621400,35480
21-1022,2007-05-01,621400,45780
21-1023,2007-05-01,621400,36100
21-1029,2007-05-01,621400,35060
29-1021,2007-05-01,621400,124470
29-1051,2007-05-01,621400,102110
29-1061,2007-05-01,621400,0
29-1062,2007-05-01,621400,0
29-1063,2007-05-01,621400,0
29-1064,2007-05-01,621400,0
29-1065,2007-05-01,621400,145190
29-1066,2007-05-01,621400,0
29-1067,2007-05-01,621400,0
29-1069,2007-05-01,621400,0
29-1071,2007-05-01,621400,83170
29-1111,2007-05-01,621400,59350
21-1022,2007-05-01,621500,45940
29-1051,2007-05-01,621500,100220
29-1062,2007-05-01,621500,0
29-1063,2007-05-01,621500,0
29-1069,2007-05-01,621500,0
29-1071,2007-05-01,621500,81030
29-1111,2007-05-01,621500,58690
21-1021,2007-05-01,621600,37370
21-1022,2007-05-01,621600,45560
21-1023,2007-05-01,621600,37310
21-1029,2007-05-01,621600,41570
29-1021,2007-05-01,621600,90910
29-1051,2007-05-01,621600,96760
29-1062,2007-05-01,621600,143080
29-1063,2007-05-01,621600,0
29-1069,2007-05-01,621600,142540
29-1071,2007-05-01,621600,64250
29-1111,2007-05-01,621600,56630
21-1021,2007-05-01,621900,33810
21-1022,2007-05-01,621900,46510
29-1021,2007-05-01,621900,0
29-1051,2007-05-01,621900,93660
29-1062,2007-05-01,621900,131860
29-1063,2007-05-01,621900,0
29-1069,2007-05-01,621900,0
29-1071,2007-05-01,621900,69880
29-1111,2007-05-01,621900,59290
21-1021,2007-05-01,622100,43020
21-1022,2007-05-01,622100,50430
21-1023,2007-05-01,622100,44960
21-1029,2007-05-01,622100,52800
29-1021,2007-05-01,622100,106000
29-1022,2007-05-01,622100,58570
29-1029,2007-05-01,622100,48560
29-1051,2007-05-01,622100,99690
29-1061,2007-05-01,622100,0
29-1062,2007-05-01,622100,145500
29-1063,2007-05-01,622100,0
29-1064,2007-05-01,622100,0
29-1065,2007-05-01,622100,141130
29-1066,2007-05-01,622100,0
29-1067,2007-05-01,622100,0
29-1069,2007-05-01,622100,75500
29-1071,2007-05-01,622100,81260
29-1111,2007-05-01,622100,61380
21-1021,2007-05-01,622200,41080
21-1022,2007-05-01,622200,47850
21-1023,2007-05-01,622200,42220
21-1029,2007-05-01,622200,54460
29-1021,2007-05-01,622200,104880
29-1051,2007-05-01,622200,86760
29-1062,2007-05-01,622200,140950
29-1063,2007-05-01,622200,0
29-1066,2007-05-01,622200,0
29-1067,2007-05-01,622200,122490
29-1069,2007-05-01,622200,120970
29-1071,2007-05-01,622200,72050
29-1111,2007-05-01,622200,57380
21-1021,2007-05-01,622300,44600
21-1022,2007-05-01,622300,51900
21-1023,2007-05-01,622300,29910
21-1029,2007-05-01,622300,46910
29-1021,2007-05-01,622300,115280
29-1051,2007-05-01,622300,97710
29-1061,2007-05-01,622300,0
29-1062,2007-05-01,622300,0
29-1063,2007-05-01,622300,0
29-1064,2007-05-01,622300,0
29-1065,2007-05-01,622300,0
29-1066,2007-05-01,622300,0
29-1067,2007-05-01,622300,128650
29-1069,2007-05-01,622300,109970
29-1071,2007-05-01,622300,91460
29-1111,2007-05-01,622300,62400
21-1021,2007-05-01,623100,39150
21-1022,2007-05-01,623100,40090
21-1023,2007-05-01,623100,35400
21-1029,2007-05-01,623100,41380
29-1051,2007-05-01,623100,92090
29-1062,2007-05-01,623100,0
29-1063,2007-05-01,623100,0
29-1066,2007-05-01,623100,0
29-1069,2007-05-01,623100,144560
29-1071,2007-05-01,623100,81730
29-1111,2007-05-01,623100,55050
21-1021,2007-05-01,623200,32810
21-1022,2007-05-01,623200,37610
21-1023,2007-05-01,623200,32720
21-1029,2007-05-01,623200,35640
29-1051,2007-05-01,623200,93910
29-1062,2007-05-01,623200,140850
29-1066,2007-05-01,623200,0
29-1071,2007-05-01,623200,81190
29-1111,2007-05-01,623200,52540
21-1021,2007-05-01,623300,37050
21-1022,2007-05-01,623300,39120
21-1023,2007-05-01,623300,35540
21-1029,2007-05-01,623300,35830
29-1051,2007-05-01,623300,90000
29-1111,2007-05-01,623300,53150
21-1021,2007-05-01,623900,33590
21-1022,2007-05-01,623900,36040
21-1023,2007-05-01,623900,31150
21-1029,2007-05-01,623900,37010
29-1066,2007-05-01,623900,140230
29-1111,2007-05-01,623900,50690
21-1021,2007-05-01,624100,33610
21-1022,2007-05-01,624100,37350
21-1023,2007-05-01,624100,35060
21-1029,2007-05-01,624100,36000
29-1021,2007-05-01,624100,122740
29-1051,2007-05-01,624100,95840
29-1062,2007-05-01,624100,113630
29-1066,2007-05-01,624100,0
29-1069,2007-05-01,624100,0
29-1071,2007-05-01,624100,70880
29-1111,2007-05-01,624100,54910
21-1021,2007-05-01,624200,30950
21-1022,2007-05-01,624200,34630
21-1023,2007-05-01,624200,33280
21-1029,2007-05-01,624200,31940
29-1111,2007-05-01,624200,50860
21-1021,2007-05-01,624300,33280
21-1022,2007-05-01,624300,37750
21-1023,2007-05-01,624300,32730
21-1029,2007-05-01,624300,31350
29-1066,2007-05-01,624300,0
29-1111,2007-05-01,624300,52290
21-1021,2007-05-01,624400,29330
21-1022,2007-05-01,624400,34080
21-1023,2007-05-01,624400,26410
21-1029,2007-05-01,624400,30320
29-1111,2007-05-01,624400,46110
29-1069,2007-05-01,711200,113260
29-1111,2007-05-01,711200,54880
29-1111,2007-05-01,713100,49040
29-1111,2007-05-01,713900,46630
29-1111,2007-05-01,721100,54940
29-1111,2007-05-01,812100,46680
21-1022,2007-05-01,812200,30040
21-1021,2007-05-01,813100,31860
21-1022,2007-05-01,813100,24330
21-1023,2007-05-01,813100,35100
21-1029,2007-05-01,813100,29120
29-1111,2007-05-01,813100,56250
21-1021,2007-05-01,813200,38160
21-1022,2007-05-01,813200,40350
21-1023,2007-05-01,813200,35520
21-1029,2007-05-01,813200,36360
29-1051,2007-05-01,813200,63970
29-1111,2007-05-01,813200,56980
21-1021,2007-05-01,813300,32900
21-1022,2007-05-01,813300,39440
21-1023,2007-05-01,813300,36980
21-1029,2007-05-01,813300,44500
29-1111,2007-05-01,813300,51200
21-1021,2007-05-01,813400,32710
21-1022,2007-05-01,813400,34040
21-1023,2007-05-01,813400,34290
21-1029,2007-05-01,813400,32270
29-1111,2007-05-01,813400,66400
21-1021,2007-05-01,813900,41590
21-1022,2007-05-01,813900,63100
21-1023,2007-05-01,813900,47040
21-1029,2007-05-01,813900,68510
29-1051,2007-05-01,813900,93750
29-1111,2007-05-01,813900,68560
21-1029,2007-05-01,999100,63460
29-1029,2007-05-01,999100,124510
29-1051,2007-05-01,999100,94140
29-1069,2007-05-01,999100,0
29-1071,2007-05-01,999100,75930
29-1111,2007-05-01,999100,69780
21-1021,2007-05-01,999200,39330
21-1022,2007-05-01,999200,45410
21-1023,2007-05-01,999200,38800
21-1029,2007-05-01,999200,46760
29-1021,2007-05-01,999200,110300
29-1051,2007-05-01,999200,85990
29-1062,2007-05-01,999200,129020
29-1069,2007-05-01,999200,139880
29-1071,2007-05-01,999200,75360
29-1111,2007-05-01,999200,57430
21-1021,2007-05-01,999300,45110
21-1022,2007-05-01,999300,43110
21-1023,2007-05-01,999300,41820
21-1029,2007-05-01,999300,50200
29-1021,2007-05-01,999300,109000
29-1051,2007-05-01,999300,98620
29-1062,2007-05-01,999300,92790
29-1063,2007-05-01,999300,142120
29-1066,2007-05-01,999300,0
29-1069,2007-05-01,999300,134660
29-1071,2007-05-01,999300,75910
29-1111,2007-05-01,999300,57370
29-1111,2008-05-01,221100,65790
29-1111,2008-05-01,311600,49440
29-1111,2008-05-01,313100,43830
29-1111,2008-05-01,322100,54360
29-1111,2008-05-01,322200,55990
29-1111,2008-05-01,324100,61890
29-1111,2008-05-01,325100,61880
29-1111,2008-05-01,325200,58900
29-1051,2008-05-01,325400,74540
29-1069,2008-05-01,325400,153280
29-1111,2008-05-01,325400,66670
29-1111,2008-05-01,326100,56690
29-1111,2008-05-01,331100,58640
29-1111,2008-05-01,331500,56480
29-1111,2008-05-01,332900,54430
29-1111,2008-05-01,334400,71180
29-1111,2008-05-01,334500,62450
29-1111,2008-05-01,335200,52920
29-1111,2008-05-01,336100,63410
29-1111,2008-05-01,336300,59310
29-1111,2008-05-01,336400,65150
29-1111,2008-05-01,336600,50150
29-1021,2008-05-01,339100,100950
29-1111,2008-05-01,339100,65410
29-1051,2008-05-01,423400,103130
29-1111,2008-05-01,423400,59580
29-1051,2008-05-01,424200,102250
29-1111,2008-05-01,424200,64010
29-1051,2008-05-01,425100,106550
29-1051,2008-05-01,445100,107420
29-1051,2008-05-01,446100,106090
29-1111,2008-05-01,446100,63010
29-1051,2008-05-01,447100,104110
29-1051,2008-05-01,452100,110520
29-1051,2008-05-01,452900,114770
29-1051,2008-05-01,454100,102490
29-1111,2008-05-01,454100,56670
29-1111,2008-05-01,481200,59710
29-1111,2008-05-01,491100,57280
29-1051,2008-05-01,493100,102530
29-1111,2008-05-01,493100,56440
29-1111,2008-05-01,511100,67020
29-1111,2008-05-01,512100,77780
29-1051,2008-05-01,518200,97900
