OCC_CODE,REPORT_DATE,NAICS,VALUE
21-1022,2004-05-01,813100,39890
21-1023,2004-05-01,813100,30510
29-1111,2004-05-01,813100,45660
21-1021,2004-05-01,813200,29520
21-1022,2004-05-01,813200,33750
21-1023,2004-05-01,813200,33330
21-1029,2004-05-01,813200,36070
29-1111,2004-05-01,813200,49170
21-1021,2004-05-01,813300,27800
21-1022,2004-05-01,813300,32560
21-1023,2004-05-01,813300,30560
21-1029,2004-05-01,813300,32960
29-1111,2004-05-01,813300,42760
21-1021,2004-05-01,813400,25020
21-1022,2004-05-01,813400,27940
21-1023,2004-05-01,813400,28830
21-1029,2004-05-01,813400,30200
29-1111,2004-05-01,813400,44570
21-1021,2004-05-01,813900,30430
21-1022,2004-05-01,813900,40190
21-1023,2004-05-01,813900,34350
21-1029,2004-05-01,813900,42550
29-1051,2004-05-01,813900,81890
29-1111,2004-05-01,813900,44480
21-1029,2004-05-01,999100,60280
29-1021,2004-05-01,999100,91200
29-1051,2004-05-01,999100,83930
29-1069,2004-05-01,999100,103410
29-1071,2004-05-01,999100,73410
29-1111,2004-05-01,999100,63730
21-1021,2004-05-01,999200,35070
21-1022,2004-05-01,999200,34860
21-1023,2004-05-01,999200,39720
21-1029,2004-05-01,999200,40940
29-1021,2004-05-01,999200,97750
29-1029,2004-05-01,999200,50820
29-1051,2004-05-01,999200,71140
29-1061,2004-05-01,999200,104800
29-1062,2004-05-01,999200,114770
29-1063,2004-05-01,999200,131330
29-1066,2004-05-01,999200,143040
29-1069,2004-05-01,999200,126990
29-1071,2004-05-01,999200,62540
29-1111,2004-05-01,999200,50140
21-1021,2004-05-01,999300,40620
21-1022,2004-05-01,999300,39390
21-1023,2004-05-01,999300,35720
21-1029,2004-05-01,999300,42570
29-1021,2004-05-01,999300,95600
29-1029,2004-05-01,999300,46950
29-1051,2004-05-01,999300,81400
29-1062,2004-05-01,999300,59780
29-1063,2004-05-01,999300,125180
29-1065,2004-05-01,999300,123320
29-1066,2004-05-01,999300,138550
29-1067,2004-05-01,999300,0
29-1069,2004-05-01,999300,112740
29-1071,2004-05-01,999300,70890
29-1111,2004-05-01,999300,50800
29-1111,2005-05-01,221100,57070
29-1111,2005-05-01,311400,46170
29-1111,2005-05-01,311600,42000
29-1111,2005-05-01,322100,49920
29-1111,2005-05-01,322200,56520
29-1111,2005-05-01,324100,61450
29-1111,2005-05-01,325100,54920
29-1111,2005-05-01,325200,57040
29-1051,2005-05-01,325400,92960
29-1111,2005-05-01,325400,60830
29-1111,2005-05-01,325900,52160
29-1111,2005-05-01,326100,54020
29-1111,2005-05-01,326200,43400
29-1111,2005-05-01,331500,50610
29-1111,2005-05-01,332900,55850
29-1111,2005-05-01,333100,44050
29-1111,2005-05-01,334400,62390
29-1111,2005-05-01,334500,56800
29-1111,2005-05-01,336300,53200
29-1111,2005-05-01,336400,58990
29-1111,2005-05-01,337100,42750
29-1021,2005-05-01,339100,0
29-1024,2005-05-01,339100,70370
29-1111,2005-05-01,339100,53270
29-1051,2005-05-01,423400,96870
29-1111,2005-05-01,423400,59470
29-1051,2005-05-01,424200,87640
29-1069,2005-05-01,424200,102380
29-1111,2005-05-01,424200,55940
29-1051,2005-05-01,425100,84870
29-1111,2005-05-01,425100,56630
29-1051,2005-05-01,444100,78650
29-1051,2005-05-01,445100,90820
29-1051,2005-05-01,446100,90880
29-1069,2005-05-01,446100,0
29-1111,2005-05-01,446100,48840
29-1051,2005-05-01,452100,91760
29-1051,2005-05-01,452900,93940
29-1051,2005-05-01,454100,84220
29-1111,2005-05-01,454100,68810
29-1111,2005-05-01,491100,51940
29-1051,2005-05-01,493100,95350
29-1111,2005-05-01,493100,53960
29-1111,2005-05-01,511100,57660
29-1111,2005-05-01,518200,47290
29-1111,2005-05-01,522200,54010
29-1111,2005-05-01,523100,69800
21-1022,2005-05-01,524100,51880
21-1023,2005-05-01,524100,35790
21-1029,2005-05-01,524100,53550
29-1021,2005-05-01,524100,98740
29-1051,2005-05-01,524100,90630
29-1062,2005-05-01,524100,0
29-1069,2005-05-01,524100,136300
29-1071,2005-05-01,524100,80920
29-1111,2005-05-01,524100,55750
21-1022,2005-05-01,524200,39010
29-1111,2005-05-01,524200,52550
21-1022,2005-05-01,525100,48660
29-1051,2005-05-01,525100,100600
29-1111,2005-05-01,525100,58860
29-1111,2005-05-01,531100,46490
21-1029,2005-05-01,531300,37190
29-1051,2005-05-01,532200,87370
29-1111,2005-05-01,532200,54710
29-1051,2005-05-01,532400,89860
29-1111,2005-05-01,532400,53500
21-1021,2005-05-01,541100,38900
29-1111,2005-05-01,541100,51800
29-1111,2005-05-01,541200,60260
29-1111,2005-05-01,541300,51770
29-1069,2005-05-01,541500,90900
29-1111,2005-05-01,541500,58130
21-1021,2005-05-01,541600,31190
21-1022,2005-05-01,541600,44450
21-1023,2005-05-01,541600,29220
21-1029,2005-05-01,541600,34870
29-1051,2005-05-01,541600,85440
29-1062,2005-05-01,541600,105670
29-1069,2005-05-01,541600,0
29-1111,2005-05-01,541600,55250
21-1021,2005-05-01,541700,33960
21-1022,2005-05-01,541700,44960
21-1029,2005-05-01,541700,21590
29-1051,2005-05-01,541700,79080
29-1066,2005-05-01,541700,0
29-1069,2005-05-01,541700,108500
29-1071,2005-05-01,541700,77480
29-1111,2005-05-01,541700,54740
29-1111,2005-05-01,541900,78510
21-1021,2005-05-01,551100,31360
21-1022,2005-05-01,551100,36990
21-1023,2005-05-01,551100,33370
21-1029,2005-05-01,551100,34340
29-1021,2005-05-01,551100,87080
29-1051,2005-05-01,551100,94680
29-1062,2005-05-01,551100,131390
29-1063,2005-05-01,551100,127560
29-1065,2005-05-01,551100,123740
29-1066,2005-05-01,551100,0
29-1069,2005-05-01,551100,143080
29-1071,2005-05-01,551100,68890
29-1111,2005-05-01,551100,54980
21-1021,2005-05-01,561100,47580
21-1022,2005-05-01,561100,40620
21-1023,2005-05-01,561100,34630
21-1029,2005-05-01,561100,50890
29-1051,2005-05-01,561100,89590
29-1062,2005-05-01,561100,133880
29-1069,2005-05-01,561100,112470
29-1071,2005-05-01,561100,82820
29-1111,2005-05-01,561100,56380
21-1023,2005-05-01,561200,30260
21-1029,2005-05-01,561200,31040
29-1111,2005-05-01,561200,49560
21-1021,2005-05-01,561300,37730
21-1022,2005-05-01,561300,41840
21-1023,2005-05-01,561300,32890
21-1029,2005-05-01,561300,40340
29-1021,2005-05-01,561300,119080
29-1051,2005-05-01,561300,95280
29-1062,2005-05-01,561300,138270
29-1069,2005-05-01,561300,119150
29-1071,2005-05-01,561300,76860
29-1111,2005-05-01,561300,63340
29-1051,2005-05-01,561400,87250
29-1111,2005-05-01,561400,58970
21-1021,2005-05-01,611100,45790
21-1022,2005-05-01,611100,55130
21-1023,2005-05-01,611100,31640
21-1029,2005-05-01,611100,40150
29-1062,2005-05-01,611100,115050
29-1065,2005-05-01,611100,135300
29-1066,2005-05-01,611100,113530
29-1069,2005-05-01,611100,105650
29-1111,2005-05-01,611100,42880
21-1021,2005-05-01,611200,45590
21-1029,2005-05-01,611200,34170
29-1021,2005-05-01,611200,92410
29-1111,2005-05-01,611200,51810
21-1021,2005-05-01,611300,43380
21-1022,2005-05-01,611300,44460
21-1023,2005-05-01,611300,45640
21-1029,2005-05-01,611300,40890
29-1021,2005-05-01,611300,81910
29-1029,2005-05-01,611300,41610
29-1051,2005-05-01,611300,82530
29-1061,2005-05-01,611300,83750
29-1062,2005-05-01,611300,44300
29-1063,2005-05-01,611300,44140
29-1064,2005-05-01,611300,87670
29-1065,2005-05-01,611300,78720
29-1066,2005-05-01,611300,70380
29-1067,2005-05-01,611300,96450
29-1069,2005-05-01,611300,43760
29-1071,2005-05-01,611300,69110
29-1111,2005-05-01,611300,52760
21-1021,2005-05-01,611400,36140
21-1021,2005-05-01,611500,34710
21-1021,2005-05-01,611600,33940
21-1022,2005-05-01,611600,30250
29-1111,2005-05-01,611600,55440
21-1021,2005-05-01,611700,38260
21-1022,2005-05-01,611700,40530
21-1029,2005-05-01,611700,38130
29-1111,2005-05-01,611700,45310
21-1021,2005-05-01,621100,35860
21-1022,2005-05-01,621100,41420
21-1023,2005-05-01,621100,38610
21-1029,2005-05-01,621100,36400
29-1021,2005-05-01,621100,104610
29-1022,2005-05-01,621100,0
29-1023,2005-05-01,621100,108680
29-1029,2005-05-01,621100,89400
29-1051,2005-05-01,621100,89780
29-1061,2005-05-01,621100,0
29-1062,2005-05-01,621100,0
29-1063,2005-05-01,621100,0
29-1064,2005-05-01,621100,0
29-1065,2005-05-01,621100,140220
29-1066,2005-05-01,621100,0
29-1067,2005-05-01,621100,0
29-1069,2005-05-01,621100,0
29-1071,2005-05-01,621100,71010
29-1111,2005-05-01,621100,51240
29-1021,2005-05-01,621200,130140
29-1022,2005-05-01,621200,0
29-1023,2005-05-01,621200,0
29-1024,2005-05-01,621200,0
29-1029,2005-05-01,621200,0
29-1061,2005-05-01,621200,0
29-1062,2005-05-01,621200,0
29-1067,2005-05-01,621200,0
29-1111,2005-05-01,621200,47790
21-1021,2005-05-01,621300,32970
21-1022,2005-05-01,621300,42290
21-1023,2005-05-01,621300,40190
21-1029,2005-05-01,621300,31840
29-1021,2005-05-01,621300,112050
29-1051,2005-05-01,621300,85450
29-1061,2005-05-01,621300,0
29-1062,2005-05-01,621300,116570
29-1063,2005-05-01,621300,126470
29-1065,2005-05-01,621300,0
29-1066,2005-05-01,621300,0
29-1067,2005-05-01,621300,0
29-1069,2005-05-01,621300,144940
29-1071,2005-05-01,621300,44280
29-1111,2005-05-01,621300,54290
21-1021,2005-05-01,621400,33830
21-1022,2005-05-01,621400,42580
21-1023,2005-05-01,621400,33400
21-1029,2005-05-01,621400,35490
29-1021,2005-05-01,621400,110930
29-1051,2005-05-01,621400,90990
29-1061,2005-05-01,621400,0
29-1062,2005-05-01,621400,143600
29-1063,2005-05-01,621400,0
29-1064,2005-05-01,621400,0
29-1065,2005-05-01,621400,132950
29-1066,2005-05-01,621400,0
29-1067,2005-05-01,621400,0
29-1069,2005-05-01,621400,0
29-1071,2005-05-01,621400,77710
29-1111,2005-05-01,621400,54030
29-1051,2005-05-01,621500,96900
29-1062,2005-05-01,621500,0
29-1063,2005-05-01,621500,0
29-1069,2005-05-01,621500,0
29-1071,2005-05-01,621500,74660
29-1111,2005-05-01,621500,53510
21-1021,2005-05-01,621600,33830
21-1022,2005-05-01,621600,43370
21-1023,2005-05-01,621600,34250
21-1029,2005-05-01,621600,41180
29-1051,2005-05-01,621600,87990
29-1062,2005-05-01,621600,137190
29-1063,2005-05-01,621600,0
29-1069,2005-05-01,621600,142190
29-1071,2005-05-01,621600,68760
29-1111,2005-05-01,621600,51840
21-1021,2005-05-01,621900,38590
21-1022,2005-05-01,621900,40790
21-1023,2005-05-01,621900,26330
29-1021,2005-05-01,621900,0
29-1051,2005-05-01,621900,97060
29-1062,2005-05-01,621900,127420
29-1063,2005-05-01,621900,0
29-1064,2005-05-01,621900,0
29-1069,2005-05-01,621900,78720
29-1071,2005-05-01,621900,61080
29-1111,2005-05-01,621900,52500
21-1021,2005-05-01,622100,40870
21-1022,2005-05-01,622100,46120
21-1023,2005-05-01,622100,40390
21-1029,2005-05-01,622100,49330
29-1021,2005-05-01,622100,96740
29-1022,2005-05-01,622100,54010
29-1023,2005-05-01,622100,62530
29-1029,2005-05-01,622100,54040
29-1051,2005-05-01,622100,88330
29-1061,2005-05-01,622100,141900
29-1062,2005-05-01,622100,135570
29-1063,2005-05-01,622100,130420
29-1064,2005-05-01,622100,0
29-1065,2005-05-01,622100,130960
29-1066,2005-05-01,622100,126830
29-1067,2005-05-01,622100,0
29-1069,2005-05-01,622100,101820
29-1071,2005-05-01,622100,73220
29-1111,2005-05-01,622100,55800
21-1021,2005-05-01,622200,33930
21-1022,2005-05-01,622200,48270
21-1023,2005-05-01,622200,38740
21-1029,2005-05-01,622200,54590
29-1021,2005-05-01,622200,102280
29-1051,2005-05-01,622200,79710
29-1062,2005-05-01,622200,132450
29-1063,2005-05-01,622200,131650
29-1066,2005-05-01,622200,135400
29-1067,2005-05-01,622200,136010
29-1069,2005-05-01,622200,106120
29-1071,2005-05-01,622200,65670
29-1111,2005-05-01,622200,53040
21-1021,2005-05-01,622300,39780
21-1022,2005-05-01,622300,48040
21-1023,2005-05-01,622300,30810
21-1029,2005-05-01,622300,44350
29-1021,2005-05-01,622300,106220
29-1051,2005-05-01,622300,87270
29-1061,2005-05-01,622300,0
29-1062,2005-05-01,622300,132890
29-1063,2005-05-01,622300,137480
29-1065,2005-05-01,622300,138080
29-1066,2005-05-01,622300,0
29-1067,2005-05-01,622300,143270
29-1069,2005-05-01,622300,57820
29-1071,2005-05-01,622300,74240
29-1111,2005-05-01,622300,56300
21-1021,2005-05-01,623100,36850
21-1022,2005-05-01,623100,37120
21-1023,2005-05-01,623100,34790
21-1029,2005-05-01,623100,37460
29-1051,2005-05-01,623100,85000
29-1062,2005-05-01,623100,136650
29-1063,2005-05-01,623100,118130
29-1066,2005-05-01,623100,0
29-1069,2005-05-01,623100,131190
29-1071,2005-05-01,623100,73970
29-1111,2005-05-01,623100,50440
21-1021,2005-05-01,623200,30820
21-1022,2005-05-01,623200,33040
21-1023,2005-05-01,623200,29880
21-1029,2005-05-01,623200,29530
29-1051,2005-05-01,623200,85200
29-1062,2005-05-01,623200,129690
29-1065,2005-05-01,623200,68240
29-1066,2005-05-01,623200,0
29-1069,2005-05-01,623200,0
29-1111,2005-05-01,623200,48600
21-1021,2005-05-01,623300,35670
21-1022,2005-05-01,623300,36740
21-1023,2005-05-01,623300,36570
21-1029,2005-05-01,623300,35560
29-1051,2005-05-01,623300,84270
29-1111,2005-05-01,623300,48810
21-1021,2005-05-01,623900,31410
21-1022,2005-05-01,623900,31020
21-1023,2005-05-01,623900,29460
21-1029,2005-05-01,623900,32910
29-1066,2005-05-01,623900,0
29-1111,2005-05-01,623900,46820
21-1021,2005-05-01,624100,31070
21-1022,2005-05-01,624100,33610
21-1023,2005-05-01,624100,34070
21-1029,2005-05-01,624100,33440
29-1021,2005-05-01,624100,96610
29-1051,2005-05-01,624100,81100
29-1062,2005-05-01,624100,122170
29-1066,2005-05-01,624100,143740
29-1069,2005-05-01,624100,0
29-1071,2005-05-01,624100,66970
29-1111,2005-05-01,624100,48070
21-1021,2005-05-01,624200,28630
21-1022,2005-05-01,624200,32620
21-1023,2005-05-01,624200,30490
21-1029,2005-05-01,624200,29970
29-1066,2005-05-01,624200,0
29-1111,2005-05-01,624200,47460
21-1021,2005-05-01,624300,30390
21-1022,2005-05-01,624300,34520
21-1023,2005-05-01,624300,29280
21-1029,2005-05-01,624300,29900
29-1066,2005-05-01,624300,0
29-1111,2005-05-01,624300,48960
21-1021,2005-05-01,624400,27720
21-1022,2005-05-01,624400,29110
21-1023,2005-05-01,624400,31180
21-1029,2005-05-01,624400,26250
29-1111,2005-05-01,624400,40680
29-1111,2005-05-01,711200,48880
29-1111,2005-05-01,713100,49100
29-1111,2005-05-01,713900,53620
29-1111,2005-05-01,721100,62760
29-1111,2005-05-01,721300,57360
29-1111,2005-05-01,812100,40540
21-1022,2005-05-01,812200,47610
29-1111,2005-05-01,812900,51070
21-1021,2005-05-01,813100,31530
21-1022,2005-05-01,813100,36390
21-1023,2005-05-01,813100,31980
21-1029,2005-05-01,813100,27540
29-1111,2005-05-01,813100,48520
21-1021,2005-05-01,813200,32820
21-1022,2005-05-01,813200,37250
21-1023,2005-05-01,813200,34470
21-1029,2005-05-01,813200,38980
29-1111,2005-05-01,813200,49350
21-1021,2005-05-01,813300,28780
21-1022,2005-05-01,813300,34500
21-1023,2005-05-01,813300,30340
21-1029,2005-05-01,813300,37230
29-1111,2005-05-01,813300,42260
21-1021,2005-05-01,813400,27680
21-1022,2005-05-01,813400,26510
21-1023,2005-05-01,813400,32910
21-1029,2005-05-01,813400,33920
29-1111,2005-05-01,813400,54130
21-1021,2005-05-01,813900,31910
21-1022,2005-05-01,813900,55460
21-1023,2005-05-01,813900,40120
21-1029,2005-05-01,813900,63270
29-1051,2005-05-01,813900,82690
29-1111,2005-05-01,813900,50410
21-1029,2005-05-01,999100,61610
29-1021,2005-05-01,999100,91510
29-1051,2005-05-01,999100,87350
29-1069,2005-05-01,999100,120720
29-1071,2005-05-01,999100,76030
29-1111,2005-05-01,999100,65780
21-1021,2005-05-01,999200,35080
21-1022,2005-05-01,999200,37710
21-1023,2005-05-01,999200,40990
21-1029,2005-05-01,999200,42780
29-1021,2005-05-01,999200,103420
29-1029,2005-05-01,999200,51060
29-1051,2005-05-01,999200,74560
29-1062,2005-05-01,999200,120650
29-1063,2005-05-01,999200,139930
29-1066,2005-05-01,999200,142620
29-1069,2005-05-01,999200,129610
29-1071,2005-05-01,999200,62720
29-1111,2005-05-01,999200,50660
21-1021,2005-05-01,999300,41750
21-1022,2005-05-01,999300,39800
21-1023,2005-05-01,999300,37120
21-1029,2005-05-01,999300,44200
29-1021,2005-05-01,999300,97650
29-1051,2005-05-01,999300,84820
29-1063,2005-05-01,999300,133690
29-1065,2005-05-01,999300,132940
29-1066,2005-05-01,999300,138650
29-1067,2005-05-01,999300,0
29-1069,2005-05-01,999300,116550
29-1071,2005-05-01,999300,71570
29-1111,2005-05-01,999300,52560
29-1111,2006-05-01,221100,62800
29-1111,2006-05-01,311400,48690
29-1111,2006-05-01,311600,44260
29-1111,2006-05-01,313100,0
29-1111,2006-05-01,322100,52110
29-1111,2006-05-01,322200,54910
29-1111,2006-05-01,324100,62050
29-1111,2006-05-01,325100,56180
29-1111,2006-05-01,325200,58170
29-1051,2006-05-01,325400,98270
29-1111,2006-05-01,325400,64390
29-1111,2006-05-01,331100,50300
29-1111,2006-05-01,331500,51980
29-1111,2006-05-01,332900,57310
29-1111,2006-05-01,334400,69340
29-1111,2006-05-01,334500,59270
29-1111,2006-05-01,335900,53920
29-1111,2006-05-01,336400,61930
29-1111,2006-05-01,336600,50130
29-1111,2006-05-01,337100,42320
29-1021,2006-05-01,339100,0
29-1024,2006-05-01,339100,66020
29-1111,2006-05-01,339100,55990
29-1051,2006-05-01,423400,99980
29-1111,2006-05-01,423400,61080
29-1051,2006-05-01,424200,90250
29-1069,2006-05-01,424200,117110
29-1111,2006-05-01,424200,59140
29-1051,2006-05-01,425100,90340
29-1051,2006-05-01,444100,79910
29-1051,2006-05-01,445100,95600
29-1051,2006-05-01,446100,94610
29-1069,2006-05-01,446100,118320
29-1111,2006-05-01,446100,50390
29-1051,2006-05-01,447100,91180
29-1051,2006-05-01,452100,99050
29-1051,2006-05-01,452900,101360
29-1051,2006-05-01,454100,88190
29-1111,2006-05-01,454100,63060
29-1111,2006-05-01,481100,51360
29-1111,2006-05-01,481200,50900
29-1111,2006-05-01,491100,55030
29-1051,2006-05-01,493100,96050
29-1111,2006-05-01,493100,53980
29-1111,2006-05-01,511100,60380
29-1051,2006-05-01,518200,98130
29-1111,2006-05-01,518200,54590
21-1022,2006-05-01,524100,50830
21-1023,2006-05-01,524100,37160
21-1029,2006-05-01,524100,54290
29-1051,2006-05-01,524100,93500
29-1062,2006-05-01,524100,141930
29-1069,2006-05-01,524100,125440
29-1111,2006-05-01,524100,58480
21-1022,2006-05-01,524200,42780
29-1051,2006-05-01,524200,92480
29-1111,2006-05-01,524200,54580
29-1111,2006-05-01,525100,61660
21-1021,2006-05-01,531100,36240
21-1022,2006-05-01,531100,42170
29-1111,2006-05-01,531100,52290
21-1029,2006-05-01,531300,42620
29-1111,2006-05-01,531300,21830
29-1051,2006-05-01,532200,89640
29-1111,2006-05-01,532200,57340
29-1051,2006-05-01,532400,96260
21-1021,2006-05-01,541100,38130
21-1022,2006-05-01,541100,36440
29-1111,2006-05-01,541100,58470
29-1069,2006-05-01,541200,0
29-1111,2006-05-01,541200,55110
29-1069,2006-05-01,541300,0
29-1111,2006-05-01,541300,46230
29-1069,2006-05-01,541500,111400
29-1111,2006-05-01,541500,61410
21-1022,2006-05-01,541600,55310
21-1029,2006-05-01,541600,44600
29-1051,2006-05-01,541600,87370
29-1062,2006-05-01,541600,117170
29-1069,2006-05-01,541600,0
29-1111,2006-05-01,541600,57040
21-1021,2006-05-01,541700,36840
21-1022,2006-05-01,541700,44210
29-1051,2006-05-01,541700,88500
29-1062,2006-05-01,541700,0
29-1069,2006-05-01,541700,71080
29-1071,2006-05-01,541700,80270
29-1111,2006-05-01,541700,57000
29-1111,2006-05-01,541900,61270
21-1021,2006-05-01,551100,33430
21-1022,2006-05-01,551100,41350
21-1023,2006-05-01,551100,33890
21-1029,2006-05-01,551100,34600
29-1051,2006-05-01,551100,102010
29-1062,2006-05-01,551100,142720
29-1063,2006-05-01,551100,133480
29-1066,2006-05-01,551100,0
29-1069,2006-05-01,551100,0
29-1071,2006-05-01,551100,46890
29-1111,2006-05-01,551100,58670
21-1021,2006-05-01,561100,40410
21-1022,2006-05-01,561100,38750
21-1023,2006-05-01,561100,36520
21-1029,2006-05-01,561100,51780
29-1021,2006-05-01,561100,103230
29-1051,2006-05-01,561100,97680
29-1062,2006-05-01,561100,140000
29-1069,2006-05-01,561100,133750
29-1071,2006-05-01,561100,84100
29-1111,2006-05-01,561100,61120
21-1023,2006-05-01,561200,31690
21-1029,2006-05-01,561200,30480
29-1111,2006-05-01,561200,52770
21-1021,2006-05-01,561300,29270
21-1022,2006-05-01,561300,43320
21-1023,2006-05-01,561300,33630
21-1029,2006-05-01,561300,38520
29-1021,2006-05-01,561300,102690
29-1051,2006-05-01,561300,97430
29-1061,2006-05-01,561300,0
29-1062,2006-05-01,561300,0
29-1063,2006-05-01,561300,0
29-1065,2006-05-01,561300,141060
29-1069,2006-05-01,561300,0
29-1071,2006-05-01,561300,79630
29-1111,2006-05-01,561300,64260
29-1111,2006-05-01,561400,57570
21-1021,2006-05-01,611100,48360
21-1022,2006-05-01,611100,53020
21-1023,2006-05-01,611100,34450
21-1029,2006-05-01,611100,47530
29-1062,2006-05-01,611100,117120
29-1065,2006-05-01,611100,0
29-1066,2006-05-01,611100,114650
29-1069,2006-05-01,611100,0
29-1111,2006-05-01,611100,44470
21-1021,2006-05-01,611200,45460
21-1023,2006-05-01,611200,48670
21-1029,2006-05-01,611200,39110
29-1021,2006-05-01,611200,92930
29-1111,2006-05-01,611200,53540
21-1021,2006-05-01,611300,44870
21-1022,2006-05-01,611300,45770
21-1023,2006-05-01,611300,37020
21-1029,2006-05-01,611300,41330
29-1021,2006-05-01,611300,90280
29-1029,2006-05-01,611300,43100
29-1051,2006-05-01,611300,86310
29-1061,2006-05-01,611300,80190
29-1062,2006-05-01,611300,49640
29-1063,2006-05-01,611300,47410
29-1064,2006-05-01,611300,60560
29-1065,2006-05-01,611300,80680
29-1066,2006-05-01,611300,90380
29-1067,2006-05-01,611300,126780
29-1069,2006-05-01,611300,45900
29-1071,2006-05-01,611300,72120
29-1111,2006-05-01,611300,56330
21-1021,2006-05-01,611400,37570
21-1021,2006-05-01,611500,31070
29-1111,2006-05-01,611500,52850
21-1021,2006-05-01,611600,40230
29-1111,2006-05-01,611600,55370
21-1021,2006-05-01,611700,42620
21-1022,2006-05-01,611700,40910
21-1029,2006-05-01,611700,46930
29-1111,2006-05-01,611700,37960
21-1021,2006-05-01,621100,36310
21-1022,2006-05-01,621100,44360
21-1023,2006-05-01,621100,39660
21-1029,2006-05-01,621100,38420
29-1021,2006-05-01,621100,110070
29-1022,2006-05-01,621100,0
29-1023,2006-05-01,621100,118590
29-1051,2006-05-01,621100,97080
29-1061,2006-05-01,621100,0
29-1062,2006-05-01,621100,0
29-1063,2006-05-01,621100,0
29-1064,2006-05-01,621100,0
29-1065,2006-05-01,621100,140770
29-1066,2006-05-01,621100,0
29-1067,2006-05-01,621100,0
29-1069,2006-05-01,621100,0
29-1071,2006-05-01,621100,74160
29-1111,2006-05-01,621100,53800
29-1021,2006-05-01,621200,137480
29-1022,2006-05-01,621200,0
29-1023,2006-05-01,621200,0
29-1024,2006-05-01,621200,0
29-1029,2006-05-01,621200,0
29-1061,2006-05-01,621200,0
29-1062,2006-05-01,621200,0
29-1067,2006-05-01,621200,0
29-1111,2006-05-01,621200,48140
21-1021,2006-05-01,621300,32580
21-1022,2006-05-01,621300,43760
21-1023,2006-05-01,621300,38370
21-1029,2006-05-01,621300,29100
29-1021,2006-05-01,621300,0
29-1051,2006-05-01,621300,92580
29-1061,2006-05-01,621300,0
29-1062,2006-05-01,621300,126310
29-1063,2006-05-01,621300,134380
29-1065,2006-05-01,621300,0
29-1066,2006-05-01,621300,132090
29-1067,2006-05-01,621300,0
29-1069,2006-05-01,621300,0
29-1071,2006-05-01,621300,55840
29-1111,2006-05-01,621300,56910
21-1021,2006-05-01,621400,34060
21-1022,2006-05-01,621400,43860
21-1023,2006-05-01,621400,34540
21-1029,2006-05-01,621400,35150
29-1021,2006-05-01,621400,117290
29-1051,2006-05-01,621400,96800
29-1061,2006-05-01,621400,0
29-1062,2006-05-01,621400,0
29-1063,2006-05-01,621400,0
29-1064,2006-05-01,621400,0
29-1065,2006-05-01,621400,136950
29-1066,2006-05-01,621400,0
29-1067,2006-05-01,621400,0
29-1069,2006-05-01,621400,0
29-1071,2006-05-01,621400,80960
29-1111,2006-05-01,621400,56580
29-1051,2006-05-01,621500,93450
29-1062,2006-05-01,621500,0
29-1063,2006-05-01,621500,0
29-1069,2006-05-01,621500,0
29-1071,2006-05-01,621500,83190
29-1111,2006-05-01,621500,57500
21-1021,2006-05-01,621600,35310
21-1022,2006-05-01,621600,44470
21-1023,2006-05-01,621600,31390
21-1029,2006-05-01,621600,42630
29-1021,2006-05-01,621600,86290
29-1051,2006-05-01,621600,92440
29-1062,2006-05-01,621600,143080
29-1063,2006-05-01,621600,0
29-1065,2006-05-01,621600,82710
29-1069,2006-05-01,621600,141640
29-1071,2006-05-01,621600,71150
29-1111,2006-05-01,621600,54190
21-1021,2006-05-01,621900,39220
21-1022,2006-05-01,621900,43240
21-1023,2006-05-01,621900,51500
21-1029,2006-05-01,621900,41110
29-1021,2006-05-01,621900,0
29-1051,2006-05-01,621900,97990
29-1061,2006-05-01,621900,0
29-1062,2006-05-01,621900,137220
29-1063,2006-05-01,621900,0
29-1066,2006-05-01,621900,64240
29-1069,2006-05-01,621900,0
29-1071,2006-05-01,621900,63020
29-1111,2006-05-01,621900,55660
21-1021,2006-05-01,622100,43160
21-1022,2006-05-01,622100,48420
21-1023,2006-05-01,622100,43260
21-1029,2006-05-01,622100,49630
29-1021,2006-05-01,622100,105250
29-1022,2006-05-01,622100,56740
29-1029,2006-05-01,622100,77640
29-1051,2006-05-01,622100,93640
29-1061,2006-05-01,622100,0
29-1062,2006-05-01,622100,145370
29-1063,2006-05-01,622100,141310
29-1064,2006-05-01,622100,0
29-1065,2006-05-01,622100,131540
29-1066,2006-05-01,622100,139210
29-1067,2006-05-01,622100,0
29-1069,2006-05-01,622100,74480
29-1071,2006-05-01,622100,76710
29-1111,2006-05-01,622100,58550
21-1021,2006-05-01,622200,34840
21-1022,2006-05-01,622200,48910
21-1023,2006-05-01,622200,39240
21-1029,2006-05-01,622200,56000
29-1021,2006-05-01,622200,105820
29-1051,2006-05-01,622200,81950
29-1062,2006-05-01,622200,139840
29-1063,2006-05-01,622200,141090
29-1066,2006-05-01,622200,140400
29-1067,2006-05-01,622200,142640
29-1069,2006-05-01,622200,107240
29-1071,2006-05-01,622200,69410
29-1111,2006-05-01,622200,55160
21-1021,2006-05-01,622300,43850
21-1022,2006-05-01,622300,50630
21-1023,2006-05-01,622300,34990
21-1029,2006-05-01,622300,48260
29-1021,2006-05-01,622300,115680
29-1051,2006-05-01,622300,92160
29-1061,2006-05-01,622300,0
29-1062,2006-05-01,622300,134550
29-1063,2006-05-01,622300,137150
29-1065,2006-05-01,622300,0
