OCC_CODE,REPORT_DATE,AREA,AREA_TITLE,NAICS,VALUE
29-1141,2019-05-01,25,Massachusetts,621100,76340
29-1151,2019-05-01,25,Massachusetts,621100,192830
29-1171,2019-05-01,25,Massachusetts,621100,115880
29-1215,2019-05-01,25,Massachusetts,621100,191750
29-1221,2019-05-01,25,Massachusetts,621100,173630
31-1131,2019-05-01,25,Massachusetts,621100,35670
21-1021,2019-05-01,26,Michigan,621100,47620
21-1022,2019-05-01,26,Michigan,621100,56290
21-1023,2019-05-01,26,Michigan,621100,56110
29-1021,2019-05-01,26,Michigan,621100,148830
29-1051,2019-05-01,26,Michigan,621100,128060
29-1071,2019-05-01,26,Michigan,621100,109860
29-1141,2019-05-01,26,Michigan,621100,64480
29-1151,2019-05-01,26,Michigan,621100,160870
29-1171,2019-05-01,26,Michigan,621100,101300
29-1215,2019-05-01,26,Michigan,621100,200690
29-1216,2019-05-01,26,Michigan,621100,206020
29-1221,2019-05-01,26,Michigan,621100,147250
29-1223,2019-05-01,26,Michigan,621100,162840
31-1131,2019-05-01,26,Michigan,621100,31140
21-1022,2019-05-01,27,Minnesota,621100,56940
21-1023,2019-05-01,27,Minnesota,621100,88160
29-1021,2019-05-01,27,Minnesota,621100,151380
29-1051,2019-05-01,27,Minnesota,621100,141230
29-1071,2019-05-01,27,Minnesota,621100,116530
29-1141,2019-05-01,27,Minnesota,621100,74800
29-1151,2019-05-01,27,Minnesota,621100,171270
29-1171,2019-05-01,27,Minnesota,621100,117470
29-1221,2019-05-01,27,Minnesota,621100,204160
31-1131,2019-05-01,27,Minnesota,621100,35410
21-1022,2019-05-01,28,Mississippi,621100,47910
29-1071,2019-05-01,28,Mississippi,621100,99840
29-1141,2019-05-01,28,Mississippi,621100,53500
29-1171,2019-05-01,28,Mississippi,621100,106620
29-1215,2019-05-01,28,Mississippi,621100,202450
31-1131,2019-05-01,28,Mississippi,621100,27270
21-1022,2019-05-01,29,Missouri,621100,51310
29-1021,2019-05-01,29,Missouri,621100,163850
29-1051,2019-05-01,29,Missouri,621100,130130
29-1071,2019-05-01,29,Missouri,621100,102460
29-1141,2019-05-01,29,Missouri,621100,58590
29-1151,2019-05-01,29,Missouri,621100,144810
29-1171,2019-05-01,29,Missouri,621100,100970
29-1216,2019-05-01,29,Missouri,621100,197770
29-1218,2019-05-01,29,Missouri,621100,99330
31-1131,2019-05-01,29,Missouri,621100,28260
29-1071,2019-05-01,30,Montana,621100,114170
29-1141,2019-05-01,30,Montana,621100,61270
29-1171,2019-05-01,30,Montana,621100,104700
29-1248,2019-05-01,30,Montana,621100,146330
31-1131,2019-05-01,30,Montana,621100,29380
29-1051,2019-05-01,31,Nebraska,621100,127700
29-1071,2019-05-01,31,Nebraska,621100,107890
29-1141,2019-05-01,31,Nebraska,621100,59420
29-1151,2019-05-01,31,Nebraska,621100,172350
29-1171,2019-05-01,31,Nebraska,621100,104760
29-1221,2019-05-01,31,Nebraska,621100,185380
31-1131,2019-05-01,31,Nebraska,621100,35140
21-1022,2019-05-01,32,Nevada,621100,38770
29-1051,2019-05-01,32,Nevada,621100,131400
29-1071,2019-05-01,32,Nevada,621100,126430
29-1141,2019-05-01,32,Nevada,621100,80230
29-1171,2019-05-01,32,Nevada,621100,119400
29-1215,2019-05-01,32,Nevada,621100,156590
21-1022,2019-05-01,33,New Hampshire,621100,68620
29-1071,2019-05-01,33,New Hampshire,621100,116000
29-1141,2019-05-01,33,New Hampshire,621100,70160
29-1151,2019-05-01,33,New Hampshire,621100,183450
29-1171,2019-05-01,33,New Hampshire,621100,109650
31-1131,2019-05-01,33,New Hampshire,621100,34760
29-1051,2019-05-01,34,New Jersey,621100,121300
29-1071,2019-05-01,34,New Jersey,621100,125660
29-1141,2019-05-01,34,New Jersey,621100,72410
29-1151,2019-05-01,34,New Jersey,621100,179930
29-1171,2019-05-01,34,New Jersey,621100,117770
29-1215,2019-05-01,34,New Jersey,621100,177150
29-1221,2019-05-01,34,New Jersey,621100,199700
31-1131,2019-05-01,34,New Jersey,621100,36160
21-1022,2019-05-01,35,New Mexico,621100,54520
29-1021,2019-05-01,35,New Mexico,621100,155330
29-1071,2019-05-01,35,New Mexico,621100,114430
29-1141,2019-05-01,35,New Mexico,621100,69190
29-1151,2019-05-01,35,New Mexico,621100,163650
29-1171,2019-05-01,35,New Mexico,621100,110320
29-1215,2019-05-01,35,New Mexico,621100,135200
29-1221,2019-05-01,35,New Mexico,621100,177270
31-1131,2019-05-01,35,New Mexico,621100,25220
21-1022,2019-05-01,36,New York,621100,59420
21-1023,2019-05-01,36,New York,621100,76540
29-1021,2019-05-01,36,New York,621100,139810
29-1051,2019-05-01,36,New York,621100,132970
29-1071,2019-05-01,36,New York,621100,120470
29-1141,2019-05-01,36,New York,621100,69040
29-1151,2019-05-01,36,New York,621100,167870
29-1171,2019-05-01,36,New York,621100,113430
29-1215,2019-05-01,36,New York,621100,182310
29-1221,2019-05-01,36,New York,621100,161760
31-1131,2019-05-01,36,New York,621100,36610
21-1022,2019-05-01,37,North Carolina,621100,48880
29-1021,2019-05-01,37,North Carolina,621100,140150
29-1051,2019-05-01,37,North Carolina,621100,122520
29-1071,2019-05-01,37,North Carolina,621100,106170
29-1141,2019-05-01,37,North Carolina,621100,58210
29-1151,2019-05-01,37,North Carolina,621100,165440
29-1171,2019-05-01,37,North Carolina,621100,100080
29-1215,2019-05-01,37,North Carolina,621100,198790
29-1221,2019-05-01,37,North Carolina,621100,152980
29-1223,2019-05-01,37,North Carolina,621100,120410
31-1131,2019-05-01,37,North Carolina,621100,30160
29-1071,2019-05-01,38,North Dakota,621100,110300
29-1141,2019-05-01,38,North Dakota,621100,64180
29-1171,2019-05-01,38,North Dakota,621100,104760
31-1131,2019-05-01,38,North Dakota,621100,30270
21-1022,2019-05-01,39,Ohio,621100,51400
21-1023,2019-05-01,39,Ohio,621100,39410
29-1021,2019-05-01,39,Ohio,621100,179460
29-1051,2019-05-01,39,Ohio,621100,121120
29-1071,2019-05-01,39,Ohio,621100,105030
29-1141,2019-05-01,39,Ohio,621100,62620
29-1151,2019-05-01,39,Ohio,621100,167970
29-1171,2019-05-01,39,Ohio,621100,102140
29-1215,2019-05-01,39,Ohio,621100,165240
29-1216,2019-05-01,39,Ohio,621100,200440
29-1221,2019-05-01,39,Ohio,621100,161960
29-1223,2019-05-01,39,Ohio,621100,198530
31-1131,2019-05-01,39,Ohio,621100,30780
21-1022,2019-05-01,40,Oklahoma,621100,60080
29-1021,2019-05-01,40,Oklahoma,621100,181710
29-1051,2019-05-01,40,Oklahoma,621100,121550
29-1071,2019-05-01,40,Oklahoma,621100,106290
29-1141,2019-05-01,40,Oklahoma,621100,62240
29-1151,2019-05-01,40,Oklahoma,621100,182150
29-1171,2019-05-01,40,Oklahoma,621100,112360
29-1215,2019-05-01,40,Oklahoma,621100,200430
29-1218,2019-05-01,40,Oklahoma,621100,151210
29-1221,2019-05-01,40,Oklahoma,621100,168290
31-1131,2019-05-01,40,Oklahoma,621100,28970
21-1022,2019-05-01,41,Oregon,621100,75800
29-1021,2019-05-01,41,Oregon,621100,194460
29-1051,2019-05-01,41,Oregon,621100,140660
29-1071,2019-05-01,41,Oregon,621100,111430
29-1141,2019-05-01,41,Oregon,621100,77620
29-1171,2019-05-01,41,Oregon,621100,108270
29-1218,2019-05-01,41,Oregon,621100,198420
29-1221,2019-05-01,41,Oregon,621100,163600
31-1131,2019-05-01,41,Oregon,621100,32050
21-1022,2019-05-01,42,Pennsylvania,621100,55250
21-1023,2019-05-01,42,Pennsylvania,621100,40960
29-1021,2019-05-01,42,Pennsylvania,621100,133900
29-1051,2019-05-01,42,Pennsylvania,621100,113910
29-1071,2019-05-01,42,Pennsylvania,621100,100170
29-1141,2019-05-01,42,Pennsylvania,621100,63050
29-1151,2019-05-01,42,Pennsylvania,621100,171920
29-1171,2019-05-01,42,Pennsylvania,621100,96900
29-1215,2019-05-01,42,Pennsylvania,621100,182330
29-1221,2019-05-01,42,Pennsylvania,621100,172480
29-1223,2019-05-01,42,Pennsylvania,621100,171720
29-1071,2019-05-01,44,Rhode Island,621100,111310
29-1141,2019-05-01,44,Rhode Island,621100,69040
29-1171,2019-05-01,44,Rhode Island,621100,113510
29-1216,2019-05-01,44,Rhode Island,621100,182650
29-1221,2019-05-01,44,Rhode Island,621100,186490
21-1022,2019-05-01,45,South Carolina,621100,41780
29-1021,2019-05-01,45,South Carolina,621100,150540
29-1051,2019-05-01,45,South Carolina,621100,125900
29-1071,2019-05-01,45,South Carolina,621100,98850
29-1141,2019-05-01,45,South Carolina,621100,57810
29-1151,2019-05-01,45,South Carolina,621100,160720
29-1171,2019-05-01,45,South Carolina,621100,96720
29-1221,2019-05-01,45,South Carolina,621100,153270
29-1223,2019-05-01,45,South Carolina,621100,135820
31-1131,2019-05-01,45,South Carolina,621100,27080
29-1071,2019-05-01,46,South Dakota,621100,104810
29-1141,2019-05-01,46,South Dakota,621100,52610
29-1151,2019-05-01,46,South Dakota,621100,177470
29-1171,2019-05-01,46,South Dakota,621100,98630
29-1215,2019-05-01,46,South Dakota,621100,199900
29-1223,2019-05-01,46,South Dakota,621100,94930
21-1022,2019-05-01,47,Tennessee,621100,45720
21-1023,2019-05-01,47,Tennessee,621100,68740
29-1021,2019-05-01,47,Tennessee,621100,115990
29-1051,2019-05-01,47,Tennessee,621100,123690
29-1071,2019-05-01,47,Tennessee,621100,94960
29-1141,2019-05-01,47,Tennessee,621100,58720
29-1151,2019-05-01,47,Tennessee,621100,155650
29-1171,2019-05-01,47,Tennessee,621100,98730
29-1215,2019-05-01,47,Tennessee,621100,205070
29-1216,2019-05-01,47,Tennessee,621100,161020
29-1221,2019-05-01,47,Tennessee,621100,129070
29-1223,2019-05-01,47,Tennessee,621100,199770
31-1131,2019-05-01,47,Tennessee,621100,29240
21-1021,2019-05-01,48,Texas,621100,56520
21-1022,2019-05-01,48,Texas,621100,44810
21-1023,2019-05-01,48,Texas,621100,35510
29-1021,2019-05-01,48,Texas,621100,160940
29-1051,2019-05-01,48,Texas,621100,127880
29-1071,2019-05-01,48,Texas,621100,112410
29-1141,2019-05-01,48,Texas,621100,72510
29-1151,2019-05-01,48,Texas,621100,166210
29-1171,2019-05-01,48,Texas,621100,109460
29-1216,2019-05-01,48,Texas,621100,181990
29-1218,2019-05-01,48,Texas,621100,187190
29-1221,2019-05-01,48,Texas,621100,166880
31-1131,2019-05-01,48,Texas,621100,29140
29-1051,2019-05-01,49,Utah,621100,131560
29-1071,2019-05-01,49,Utah,621100,102780
29-1141,2019-05-01,49,Utah,621100,61840
29-1171,2019-05-01,49,Utah,621100,104750
29-1215,2019-05-01,49,Utah,621100,179390
29-1218,2019-05-01,49,Utah,621100,184150
29-1223,2019-05-01,49,Utah,621100,40490
31-1131,2019-05-01,49,Utah,621100,30050
21-1022,2019-05-01,50,Vermont,621100,57290
29-1071,2019-05-01,50,Vermont,621100,101830
29-1141,2019-05-01,50,Vermont,621100,60690
29-1171,2019-05-01,50,Vermont,621100,99010
29-1215,2019-05-01,50,Vermont,621100,179940
29-1216,2019-05-01,50,Vermont,621100,194140
29-1218,2019-05-01,50,Vermont,621100,203040
29-1221,2019-05-01,50,Vermont,621100,151890
21-1022,2019-05-01,51,Virginia,621100,59250
21-1023,2019-05-01,51,Virginia,621100,67430
29-1021,2019-05-01,51,Virginia,621100,127510
29-1051,2019-05-01,51,Virginia,621100,127510
29-1071,2019-05-01,51,Virginia,621100,101970
29-1141,2019-05-01,51,Virginia,621100,64470
29-1151,2019-05-01,51,Virginia,621100,178590
29-1171,2019-05-01,51,Virginia,621100,106400
29-1215,2019-05-01,51,Virginia,621100,189580
29-1223,2019-05-01,51,Virginia,621100,142330
31-1131,2019-05-01,51,Virginia,621100,30240
21-1022,2019-05-01,53,Washington,621100,57690
29-1021,2019-05-01,53,Washington,621100,163020
29-1051,2019-05-01,53,Washington,621100,143660
29-1071,2019-05-01,53,Washington,621100,127620
29-1141,2019-05-01,53,Washington,621100,77480
29-1151,2019-05-01,53,Washington,621100,188060
29-1171,2019-05-01,53,Washington,621100,127640
29-1221,2019-05-01,53,Washington,621100,194390
31-1131,2019-05-01,53,Washington,621100,35320
21-1022,2019-05-01,54,West Virginia,621100,19970
29-1051,2019-05-01,54,West Virginia,621100,124800
29-1071,2019-05-01,54,West Virginia,621100,98390
29-1141,2019-05-01,54,West Virginia,621100,56660
29-1151,2019-05-01,54,West Virginia,621100,185870
29-1171,2019-05-01,54,West Virginia,621100,97500
29-1215,2019-05-01,54,West Virginia,621100,125670
29-1223,2019-05-01,54,West Virginia,621100,152400
31-1131,2019-05-01,54,West Virginia,621100,24820
21-1022,2019-05-01,55,Wisconsin,621100,58540
29-1051,2019-05-01,55,Wisconsin,621100,142940
29-1071,2019-05-01,55,Wisconsin,621100,114900
29-1141,2019-05-01,55,Wisconsin,621100,70050
29-1151,2019-05-01,55,Wisconsin,621100,195350
29-1171,2019-05-01,55,Wisconsin,621100,110950
29-1223,2019-05-01,55,Wisconsin,621100,151930
31-1131,2019-05-01,55,Wisconsin,621100,34960
29-1071,2019-05-01,56,Wyoming,621100,109300
29-1141,2019-05-01,56,Wyoming,621100,60110
29-1171,2019-05-01,56,Wyoming,621100,108900
29-1221,2019-05-01,56,Wyoming,621100,194020
31-1131,2019-05-01,56,Wyoming,621100,34490
29-1141,2019-05-01,66,Guam,621100,50200
31-1131,2019-05-01,66,Guam,621100,24820
21-1022,2019-05-01,72,Puerto Rico,621100,22940
29-1141,2019-05-01,72,Puerto Rico,621100,27200
29-1151,2019-05-01,72,Puerto Rico,621100,48720
29-1216,2019-05-01,72,Puerto Rico,621100,59650
29-1221,2019-05-01,72,Puerto Rico,621100,70130
29-1248,2019-05-01,72,Puerto Rico,621100,70420
31-1131,2019-05-01,72,Puerto Rico,621100,18330
29-1021,2019-05-01,1,Alabama,621200,144060
29-1021,2019-05-01,4,Arizona,621200,184130
29-1021,2019-05-01,5,Arkansas,621200,135440
29-1021,2019-05-01,6,California,621200,133840
29-1141,2019-05-01,6,California,621200,85740
29-1021,2019-05-01,8,Colorado,621200,130500
29-1021,2019-05-01,9,Connecticut,621200,201750
29-1021,2019-05-01,11,District of Columbia,621200,174470
29-1021,2019-05-01,12,Florida,621200,152910
29-1021,2019-05-01,13,Georgia,621200,162900
29-1021,2019-05-01,15,Hawaii,621200,156890
29-1021,2019-05-01,16,Idaho,621200,196550
29-1021,2019-05-01,17,Illinois,621200,177140
29-1023,2019-05-01,17,Illinois,621200,153860
29-1021,2019-05-01,18,Indiana,621200,156590
29-1021,2019-05-01,19,Iowa,621200,153120
29-1021,2019-05-01,20,Kansas,621200,155550
29-1021,2019-05-01,21,Kentucky,621200,98210
29-1021,2019-05-01,22,Louisiana,621200,128950
29-1021,2019-05-01,24,Maryland,621200,137970
29-1023,2019-05-01,24,Maryland,621200,153970
29-1021,2019-05-01,25,Massachusetts,621200,181740
29-1021,2019-05-01,27,Minnesota,621200,198430
29-1021,2019-05-01,28,Mississippi,621200,146880
29-1021,2019-05-01,29,Missouri,621200,160240
29-1021,2019-05-01,30,Montana,621200,155180
29-1021,2019-05-01,31,Nebraska,621200,105380
29-1021,2019-05-01,32,Nevada,621200,199060
29-1021,2019-05-01,34,New Jersey,621200,159950
29-1021,2019-05-01,35,New Mexico,621200,156040
29-1023,2019-05-01,35,New Mexico,621200,168620
29-1021,2019-05-01,36,New York,621200,145340
29-1023,2019-05-01,36,New York,621200,130240
29-1021,2019-05-01,37,North Carolina,621200,171520
29-1021,2019-05-01,39,Ohio,621200,188890
29-1029,2019-05-01,39,Ohio,621200,204410
29-1021,2019-05-01,40,Oklahoma,621200,152860
29-1021,2019-05-01,41,Oregon,621200,187870
29-1021,2019-05-01,42,Pennsylvania,621200,143190
29-1141,2019-05-01,42,Pennsylvania,621200,62360
29-1021,2019-05-01,45,South Carolina,621200,169710
29-1021,2019-05-01,46,South Dakota,621200,160960
29-1021,2019-05-01,47,Tennessee,621200,159140
29-1141,2019-05-01,47,Tennessee,621200,68260
29-1021,2019-05-01,48,Texas,621200,158360
29-1021,2019-05-01,49,Utah,621200,112240
29-1021,2019-05-01,51,Virginia,621200,164670
29-1029,2019-05-01,51,Virginia,621200,124580
29-1021,2019-05-01,53,Washington,621200,172390
29-1021,2019-05-01,54,West Virginia,621200,118640
29-1021,2019-05-01,55,Wisconsin,621200,194130
29-1021,2019-05-01,56,Wyoming,621200,109580
29-1141,2019-05-01,1,Alabama,621300,58940
29-1151,2019-05-01,1,Alabama,621300,165180
29-1171,2019-05-01,1,Alabama,621300,120930
31-1131,2019-05-01,1,Alabama,621300,24090
21-1023,2019-05-01,4,Arizona,621300,43050
29-1071,2019-05-01,4,Arizona,621300,110890
29-1141,2019-05-01,4,Arizona,621300,59840
29-1171,2019-05-01,4,Arizona,621300,117830
21-1023,2019-05-01,5,Arkansas,621300,46320
29-1141,2019-05-01,5,Arkansas,621300,50750
29-1151,2019-05-01,5,Arkansas,621300,123860
29-1171,2019-05-01,5,Arkansas,621300,137900
21-1021,2019-05-01,6,California,621300,50740
21-1022,2019-05-01,6,California,621300,68770
21-1023,2019-05-01,6,California,621300,39270
21-1029,2019-05-01,6,California,621300,60350
29-1071,2019-05-01,6,California,621300,73030
29-1141,2019-05-01,6,California,621300,119540
29-1171,2019-05-01,6,California,621300,128170
31-1131,2019-05-01,6,California,621300,41790
21-1022,2019-05-01,8,Colorado,621300,53680
21-1023,2019-05-01,8,Colorado,621300,55280
29-1071,2019-05-01,8,Colorado,621300,67770
29-1141,2019-05-01,8,Colorado,621300,69090
29-1171,2019-05-01,8,Colorado,621300,103800
29-1248,2019-05-01,8,Colorado,621300,99090
31-1131,2019-05-01,8,Colorado,621300,36120
29-1141,2019-05-01,9,Connecticut,621300,79260
31-1131,2019-05-01,9,Connecticut,621300,34070
21-1023,2019-05-01,10,Delaware,621300,53940
21-1021,2019-05-01,12,Florida,621300,43980
21-1022,2019-05-01,12,Florida,621300,57590
21-1023,2019-05-01,12,Florida,621300,30560
29-1071,2019-05-01,12,Florida,621300,100840
29-1141,2019-05-01,12,Florida,621300,66410
29-1151,2019-05-01,12,Florida,621300,64450
29-1171,2019-05-01,12,Florida,621300,97920
29-1215,2019-05-01,12,Florida,621300,126400
29-1216,2019-05-01,12,Florida,621300,86260
31-1131,2019-05-01,12,Florida,621300,26150
21-1023,2019-05-01,13,Georgia,621300,56300
29-1071,2019-05-01,13,Georgia,621300,82870
29-1141,2019-05-01,13,Georgia,621300,73010
29-1171,2019-05-01,13,Georgia,621300,125260
31-1131,2019-05-01,13,Georgia,621300,27570
29-1141,2019-05-01,15,Hawaii,621300,82330
21-1023,2019-05-01,16,Idaho,621300,59990
21-1021,2019-05-01,17,Illinois,621300,45160
21-1022,2019-05-01,17,Illinois,621300,53750
29-1141,2019-05-01,17,Illinois,621300,94010
29-1151,2019-05-01,17,Illinois,621300,186410
29-1171,2019-05-01,17,Illinois,621300,107830
29-1215,2019-05-01,17,Illinois,621300,115170
31-1131,2019-05-01,17,Illinois,621300,38480
21-1022,2019-05-01,18,Indiana,621300,39830
21-1023,2019-05-01,18,Indiana,621300,42700
29-1141,2019-05-01,18,Indiana,621300,62610
29-1171,2019-05-01,18,Indiana,621300,116110
31-1131,2019-05-01,18,Indiana,621300,29120
21-1023,2019-05-01,19,Iowa,621300,58730
29-1141,2019-05-01,19,Iowa,621300,59690
29-1171,2019-05-01,19,Iowa,621300,100940
21-1023,2019-05-01,20,Kansas,621300,57600
29-1141,2019-05-01,20,Kansas,621300,49400
29-1151,2019-05-01,20,Kansas,621300,179020
29-1171,2019-05-01,20,Kansas,621300,104300
31-1131,2019-05-01,20,Kansas,621300,30330
21-1021,2019-05-01,21,Kentucky,621300,47470
29-1141,2019-05-01,21,Kentucky,621300,56990
29-1151,2019-05-01,21,Kentucky,621300,194280
29-1171,2019-05-01,21,Kentucky,621300,96910
21-1023,2019-05-01,22,Louisiana,621300,36930
29-1071,2019-05-01,22,Louisiana,621300,72430
29-1171,2019-05-01,22,Louisiana,621300,89310
21-1023,2019-05-01,23,Maine,621300,82330
29-1141,2019-05-01,23,Maine,621300,50140
29-1171,2019-05-01,23,Maine,621300,91480
21-1021,2019-05-01,24,Maryland,621300,39840
21-1022,2019-05-01,24,Maryland,621300,49510
29-1071,2019-05-01,24,Maryland,621300,136250
29-1141,2019-05-01,24,Maryland,621300,69640
29-1171,2019-05-01,24,Maryland,621300,94460
21-1021,2019-05-01,25,Massachusetts,621300,51560
21-1023,2019-05-01,25,Massachusetts,621300,67510
29-1141,2019-05-01,25,Massachusetts,621300,73060
29-1171,2019-05-01,25,Massachusetts,621300,127480
29-1223,2019-05-01,25,Massachusetts,621300,188720
31-1131,2019-05-01,25,Massachusetts,621300,34380
21-1022,2019-05-01,26,Michigan,621300,58780
21-1023,2019-05-01,26,Michigan,621300,33680
29-1141,2019-05-01,26,Michigan,621300,71470
29-1171,2019-05-01,26,Michigan,621300,113600
31-1131,2019-05-01,26,Michigan,621300,31770
21-1021,2019-05-01,27,Minnesota,621300,43870
21-1022,2019-05-01,27,Minnesota,621300,28110
21-1023,2019-05-01,27,Minnesota,621300,46260
29-1071,2019-05-01,27,Minnesota,621300,115720
29-1141,2019-05-01,27,Minnesota,621300,73470
29-1151,2019-05-01,27,Minnesota,621300,159850
29-1171,2019-05-01,27,Minnesota,621300,115760
31-1131,2019-05-01,27,Minnesota,621300,37570
29-1141,2019-05-01,28,Mississippi,621300,53790
29-1171,2019-05-01,28,Mississippi,621300,93460
31-1131,2019-05-01,28,Mississippi,621300,29140
21-1022,2019-05-01,29,Missouri,621300,63340
21-1023,2019-05-01,29,Missouri,621300,39570
29-1141,2019-05-01,29,Missouri,621300,62190
29-1171,2019-05-01,29,Missouri,621300,111240
31-1131,2019-05-01,29,Missouri,621300,26040
29-1141,2019-05-01,30,Montana,621300,59640
29-1141,2019-05-01,31,Nebraska,621300,60350
29-1141,2019-05-01,32,Nevada,621300,80120
29-1171,2019-05-01,32,Nevada,621300,78010
29-1141,2019-05-01,33,New Hampshire,621300,70470
21-1021,2019-05-01,34,New Jersey,621300,62460
21-1023,2019-05-01,34,New Jersey,621300,86870
29-1071,2019-05-01,34,New Jersey,621300,174550
29-1141,2019-05-01,34,New Jersey,621300,78910
29-1171,2019-05-01,34,New Jersey,621300,121120
31-1131,2019-05-01,34,New Jersey,621300,26640
29-1141,2019-05-01,35,New Mexico,621300,40520
29-1171,2019-05-01,35,New Mexico,621300,75220
21-1021,2019-05-01,36,New York,621300,55460
21-1022,2019-05-01,36,New York,621300,62970
21-1023,2019-05-01,36,New York,621300,65350
29-1071,2019-05-01,36,New York,621300,122500
29-1141,2019-05-01,36,New York,621300,64040
29-1171,2019-05-01,36,New York,621300,131750
31-1131,2019-05-01,36,New York,621300,44380
21-1023,2019-05-01,37,North Carolina,621300,53010
29-1071,2019-05-01,37,North Carolina,621300,101470
29-1141,2019-05-01,37,North Carolina,621300,57560
29-1171,2019-05-01,37,North Carolina,621300,108810
29-1223,2019-05-01,37,North Carolina,621300,155220
29-1141,2019-05-01,38,North Dakota,621300,61070
31-1131,2019-05-01,38,North Dakota,621300,38400
21-1021,2019-05-01,39,Ohio,621300,37210
21-1023,2019-05-01,39,Ohio,621300,47580
29-1051,2019-05-01,39,Ohio,621300,135210
29-1071,2019-05-01,39,Ohio,621300,161730
29-1141,2019-05-01,39,Ohio,621300,60300
29-1171,2019-05-01,39,Ohio,621300,114430
31-1131,2019-05-01,39,Ohio,621300,27570
21-1023,2019-05-01,40,Oklahoma,621300,64540
29-1141,2019-05-01,40,Oklahoma,621300,65150
29-1151,2019-05-01,40,Oklahoma,621300,108680
29-1171,2019-05-01,40,Oklahoma,621300,113630
29-1211,2019-05-01,40,Oklahoma,621300,172410
21-1021,2019-05-01,41,Oregon,621300,42640
21-1022,2019-05-01,41,Oregon,621300,81540
21-1023,2019-05-01,41,Oregon,621300,38080
29-1071,2019-05-01,41,Oregon,621300,96260
29-1141,2019-05-01,41,Oregon,621300,86160
29-1171,2019-05-01,41,Oregon,621300,117170
21-1021,2019-05-01,42,Pennsylvania,621300,45050
21-1022,2019-05-01,42,Pennsylvania,621300,55490
21-1023,2019-05-01,42,Pennsylvania,621300,35030
29-1071,2019-05-01,42,Pennsylvania,621300,120540
29-1141,2019-05-01,42,Pennsylvania,621300,60260
29-1151,2019-05-01,42,Pennsylvania,621300,136900
29-1171,2019-05-01,42,Pennsylvania,621300,119860
31-1131,2019-05-01,42,Pennsylvania,621300,30210
29-1171,2019-05-01,44,Rhode Island,621300,119770
29-1141,2019-05-01,45,South Carolina,621300,59800
29-1171,2019-05-01,45,South Carolina,621300,92300
29-1141,2019-05-01,46,South Dakota,621300,49110
21-1022,2019-05-01,47,Tennessee,621300,39350
21-1023,2019-05-01,47,Tennessee,621300,34990
29-1071,2019-05-01,47,Tennessee,621300,94770
29-1141,2019-05-01,47,Tennessee,621300,54240
29-1151,2019-05-01,47,Tennessee,621300,192840
29-1171,2019-05-01,47,Tennessee,621300,96070
31-1131,2019-05-01,47,Tennessee,621300,26330
21-1021,2019-05-01,48,Texas,621300,44700
21-1022,2019-05-01,48,Texas,621300,44410
21-1023,2019-05-01,48,Texas,621300,56530
29-1071,2019-05-01,48,Texas,621300,111400
29-1141,2019-05-01,48,Texas,621300,71410
29-1151,2019-05-01,48,Texas,621300,165090
29-1171,2019-05-01,48,Texas,621300,102990
31-1131,2019-05-01,48,Texas,621300,29210
21-1023,2019-05-01,49,Utah,621300,57670
29-1141,2019-05-01,49,Utah,621300,67610
29-1171,2019-05-01,49,Utah,621300,104470
21-1021,2019-05-01,50,Vermont,621300,58380
21-1023,2019-05-01,51,Virginia,621300,46010
29-1071,2019-05-01,51,Virginia,621300,102920
29-1141,2019-05-01,51,Virginia,621300,72870
29-1171,2019-05-01,51,Virginia,621300,100950
31-1131,2019-05-01,51,Virginia,621300,26380
21-1021,2019-05-01,53,Washington,621300,45500
29-1141,2019-05-01,53,Washington,621300,77140
29-1171,2019-05-01,53,Washington,621300,101470
21-1023,2019-05-01,55,Wisconsin,621300,40070
29-1071,2019-05-01,55,Wisconsin,621300,142720
29-1141,2019-05-01,55,Wisconsin,621300,73710
29-1171,2019-05-01,55,Wisconsin,621300,115940
31-1131,2019-05-01,55,Wisconsin,621300,35180
21-1023,2019-05-01,56,Wyoming,621300,64570
29-1141,2019-05-01,72,Puerto Rico,621300,28330
29-1141,2019-05-01,8,Colorado,621310,70030
29-1071,2019-05-01,12,Florida,621310,83080
29-1171,2019-05-01,12,Florida,621310,103570
29-1071,2019-05-01,48,Texas,621310,112140
29-1215,2019-05-01,12,Florida,621320,191720
21-1023,2019-05-01,4,Arizona,621330,43050
21-1023,2019-05-01,5,Arkansas,621330,46320
21-1021,2019-05-01,6,California,621330,49320
21-1022,2019-05-01,6,California,621330,72370
21-1023,2019-05-01,6,California,621330,38960
21-1029,2019-05-01,6,California,621330,60350
29-1171,2019-05-01,6,California,621330,142230
21-1023,2019-05-01,8,Colorado,621330,55280
21-1023,2019-05-01,10,Delaware,621330,53940
21-1021,2019-05-01,12,Florida,621330,42920
21-1022,2019-05-01,12,Florida,621330,24990
21-1023,2019-05-01,12,Florida,621330,33180
21-1023,2019-05-01,13,Georgia,621330,56300
21-1023,2019-05-01,16,Idaho,621330,59990
21-1023,2019-05-01,18,Indiana,621330,46350
21-1023,2019-05-01,19,Iowa,621330,58730
21-1023,2019-05-01,20,Kansas,621330,58750
21-1021,2019-05-01,21,Kentucky,621330,47470
21-1023,2019-05-01,22,Louisiana,621330,36930
21-1023,2019-05-01,23,Maine,621330,82330
29-1171,2019-05-01,23,Maine,621330,84020
29-1141,2019-05-01,24,Maryland,621330,78520
